83,84,PlannedTrip,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0
84,85,SuddenTrip,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0
85,86,BusinessRelatedTrip,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
86,87,BusinessRelatedTrip,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1
87,88,PlannedTrip,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
88,89,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1
89,90,PlannedTrip,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1
90,91,PlannedTrip,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0
91,92,PlannedTrip,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0
92,93,SuddenTrip,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
93,94,SuddenTrip,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1
94,95,BusinessRelatedTrip,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
95,96,SuddenTrip,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0
96,97,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0
97,98,PlannedTrip,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
98,99,PlannedTrip,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1
99,100,PlannedTrip,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0
100,101,BusinessRelatedTrip,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
101,102,PlannedTrip,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
102,103,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0
103,104,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0
104,105,PlannedTrip,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0
105,106,PlannedTrip,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0
106,107,SuddenTrip,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1
107,108,SuddenTrip,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1
108,109,PlannedTrip,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
109,110,PlannedTrip,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
110,111,BusinessRelatedTrip,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
111,112,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1
112,113,PlannedTrip,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0
113,114,PlannedTrip,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0
114,115,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1
115,116,BusinessRelatedTrip,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0
116,117,PlannedTrip,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
117,118,PlannedTrip,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0
118,119,PlannedTrip,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
119,120,PlannedTrip,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
120,121,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0
121,122,PlannedTrip,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0
122,123,PlannedTrip,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0
123,124,BusinessRelatedTrip,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0
124,125,PlannedTrip,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
125,126,SuddenTrip,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1
126,127,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0
127,128,SuddenTrip,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0
128,129,SuddenTrip,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
129,130,SuddenTrip,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1
130,131,PlannedTrip,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0
131,132,PlannedTrip,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
132,133,PlannedTrip,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0
133,134,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0
134,135,PlannedTrip,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
135,136,SuddenTrip,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1
136,137,BusinessRelatedTrip,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1
137,138,SuddenTrip,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0
138,139,PlannedTrip,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
139,140,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1
140,141,SuddenTrip,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1
141,142,PlannedTrip,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
142,143,PlannedTrip,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
143,144,PlannedTrip,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
144,145,PlannedTrip,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0
145,146,BusinessRelatedTrip,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
146,147,PlannedTrip,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
147,148,PlannedTrip,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0
148,149,SuddenTrip,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0
149,150,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0
150,151,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0
151,152,PlannedTrip,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
152,153,PlannedTrip,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
153,154,SuddenTrip,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
154,155,PlannedTrip,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1
155,156,SuddenTrip,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0
156,157,SuddenTrip,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0
157,158,PlannedTrip,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
158,159,SuddenTrip,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1
159,160,PlannedTrip,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
160,161,PlannedTrip,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0
161,162,PlannedTrip,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0
162,163,SuddenTrip,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0
163,164,PlannedTrip,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
164,165,BusinessRelatedTrip,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0
165,166,SuddenTrip,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1
166,167,PlannedTrip,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0
167,168,PlannedTrip,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
168,169,PlannedTrip,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
169,170,SuddenTrip,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0
170,171,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0
171,172,PlannedTrip,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0
172,173,PlannedTrip,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
173,174,PlannedTrip,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0
174,175,SuddenTrip,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
175,176,PlannedTrip,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
176,177,BusinessRelatedTrip,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
177,178,PlannedTrip,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1
178,179,BusinessRelatedTrip,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
179,180,PlannedTrip,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0
180,181,SuddenTrip,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0
181,182,BusinessRelatedTrip,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0
182,183,BusinessRelatedTrip,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0
183,184,SuddenTrip,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0
184,185,PlannedTrip,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1
185,186,SuddenTrip,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
186,187,PlannedTrip,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
187,188,BusinessRelatedTrip,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
188,189,PlannedTrip,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
189,190,PlannedTrip,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
190,191,PlannedTrip,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0
191,192,BusinessRelatedTrip,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1
192,193,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0
193,194,BusinessRelatedTrip,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1
194,195,SuddenTrip,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1
195,196,PlannedTrip,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
196,197,PlannedTrip,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0
197,198,PlannedTrip,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
198,199,BusinessRelatedTrip,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0
199,200,BusinessRelatedTrip,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
200,201,PlannedTrip,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0
201,202,PlannedTrip,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0
202,203,SuddenTrip,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
203,204,BusinessRelatedTrip,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
204,205,SuddenTrip,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
205,206,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
206,207,SuddenTrip,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1
207,208,BusinessRelatedTrip,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0
208,209,BusinessRelatedTrip,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
209,210,PlannedTrip,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
210,211,SuddenTrip,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1
211,212,PlannedTrip,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
212,213,SuddenTrip,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0
213,214,BusinessRelatedTrip,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1
214,215,BusinessRelatedTrip,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0
215,216,BusinessRelatedTrip,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0
216,217,BusinessRelatedTrip,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0
217,218,SuddenTrip,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0
218,219,SuddenTrip,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
219,220,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0
220,221,PlannedTrip,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0
221,222,SuddenTrip,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0
222,223,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0
223,224,PlannedTrip,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
224,225,PlannedTrip,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
225,226,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1
226,227,SuddenTrip,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0
227,228,BusinessRelatedTrip,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0
228,229,PlannedTrip,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0
229,230,SuddenTrip,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
230,231,SuddenTrip,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0
231,232,PlannedTrip,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
232,233,SuddenTrip,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0
233,234,SuddenTrip,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1
234,235,SuddenTrip,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0
235,236,BusinessRelatedTrip,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
236,237,BusinessRelatedTrip,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0
237,238,BusinessRelatedTrip,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
238,239,PlannedTrip,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0
239,240,BusinessRelatedTrip,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0
240,241,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1
241,242,BusinessRelatedTrip,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0
242,243,PlannedTrip,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
243,244,PlannedTrip,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
244,245,PlannedTrip,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
245,246,BusinessRelatedTrip,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0
246,247,PlannedTrip,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0
247,248,PlannedTrip,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0
248,249,PlannedTrip,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0
249,250,PlannedTrip,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0
250,251,PlannedTrip,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0
251,252,BusinessRelatedTrip,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0
252,253,PlannedTrip,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
253,254,BusinessRelatedTrip,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0
254,255,PlannedTrip,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
255,256,SuddenTrip,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0
256,257,BusinessRelatedTrip,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0
257,258,PlannedTrip,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0
258,259,PlannedTrip,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0
259,260,PlannedTrip,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
260,261,PlannedTrip,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
261,262,PlannedTrip,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0
262,263,BusinessRelatedTrip,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
